date_combined,co2_flux(µmol/s/m^2),qc_co2_flux,Rg(W/m^2),Tair(degC),Rg
37625.958333333336,1.30454187467867,0.0,0.0,-0.6,
37625.979166666664,1.11902336073944,0.0,0.0,-1.5,
37626.0,-0.336105475603898,1.0,0.0,-2.2,
37626.020833333336,-0.171917565200579,1.0,0.0,-1.7,
37626.041666666664,1.22473352853625,1.0,0.0,-1.3,
37626.0625,-0.817034507224061,1.0,0.0,-2.3,
37626.083333333336,0.69462304090792,1.0,0.0,-2.1,
37626.104166666664,-0.622673320234211,1.0,0.0,-2.9,
37626.125,-1.20707745167789,1.0,0.0,-2.2,
37626.145833333336,3.0956784177399,0.0,0.0,-2.1,
37626.166666666664,2.16028148614151,1.0,0.0,-2.4,
37626.1875,0.848932112558576,0.0,0.0,-2.7,
37626.208333333336,1.28614187173532,1.0,0.0,-2.1,
37626.229166666664,-0.634965182443194,1.0,0.0,-1.8,
37626.25,2.39941501339158,1.0,0.0,-1.7,
37626.270833333336,1.68752554092175,1.0,0.0,-1.8,
37626.291666666664,4.89014386340346,1.0,0.0,-1.8,
37626.3125,0.360006823462405,2.0,0.0,-1.9,
37626.333333333336,4.00614850176173,1.0,0.0,-2.0,
37626.354166666664,5.61392583431073,1.0,0.0,-2.0,
37626.375,0.778048254366716,0.0,11.0,-2.1,
37626.395833333336,0.812910440163985,1.0,28.0,-2.2,
37626.416666666664,0.531209727160056,1.0,48.0,-1.9,
37626.4375,3.62441395592555,1.0,70.0,-1.9,
37626.458333333336,0.30507021896449,1.0,89.0,-1.7,
37626.479166666664,-0.211276930811998,2.0,104.0,-1.2,
37626.5,0.134542140578487,2.0,141.0,-0.8,
37626.520833333336,-0.44667231951835,2.0,155.0,-0.2,
37626.541666666664,3.0326766668975,1.0,158.0,-0.5,
37626.5625,1.79266318042632,1.0,110.0,-0.4,
37626.583333333336,1.08169532399547,1.0,98.0,-0.3,
37626.604166666664,0.655856078173957,1.0,73.0,-0.1,
37626.625,1.13172823034403,1.0,32.0,-0.6,
37626.645833333336,1.47613626248275,1.0,42.0,-1.0,
37626.666666666664,0.431803310947011,1.0,10.0,-1.6,
37626.6875,0.40552739902485,1.0,0.0,-1.9,
37626.708333333336,-1.07535111397726,2.0,0.0,-1.3,
37626.729166666664,-0.424861556247452,1.0,0.0,-2.5,
37626.75,3.32778168983013,1.0,0.0,-2.5,
37626.770833333336,0.588588815589352,1.0,0.0,-3.3,
37626.791666666664,-0.160717543860135,1.0,0.0,-1.6,
37626.8125,2.32971717418282,1.0,0.0,-0.6,
37626.833333333336,1.34892544532072,1.0,0.0,-0.1,
37626.854166666664,-1.20125100883561,1.0,0.0,-0.2,
37626.875,3.47284963659967,0.0,0.0,0.1,
37626.895833333336,-0.457939104181478,2.0,0.0,-0.4,
37626.916666666664,-2.57188267184178,2.0,0.0,-0.1,
37626.9375,2.62887610645948,1.0,0.0,0.2,
37626.958333333336,3.61395143709613,0.0,0.0,0.0,
37626.979166666664,3.68316831492779,1.0,0.0,0.0,
37627.0,3.75635524918144,1.0,0.0,0.0,
37627.020833333336,1.43053104867307,1.0,0.0,-0.4,
37627.041666666664,6.29977492541778,1.0,0.0,-0.6,
37627.0625,3.96640595604218,1.0,0.0,-0.5,
37627.083333333336,1.79318070608425,1.0,0.0,-0.7,
37627.104166666664,1.38237271504037,0.0,0.0,-0.8,
37627.125,1.68803518299107,0.0,0.0,-0.8,
37627.145833333336,2.34923836186056,0.0,0.0,-0.8,
37627.166666666664,0.802302814318416,1.0,0.0,-0.9,
37627.1875,1.4827673302836,1.0,0.0,-0.9,
37627.208333333336,-2.19739358005485,1.0,0.0,-1.0,
37627.229166666664,0.450651745704861,1.0,0.0,-1.2,
37627.25,-0.570628886296001,1.0,0.0,-1.7,
37627.270833333336,0.554130334007399,0.0,0.0,-1.9,
37627.291666666664,0.473527559814589,0.0,0.0,-2.0,
37627.3125,-2.45425924428262,1.0,0.0,-1.7,
37627.333333333336,1.0842851876593,0.0,0.0,-1.3,
37627.354166666664,1.29536798590265,0.0,0.0,-0.5,
37627.375,1.98289288545444,1.0,14.0,-0.1,
37627.395833333336,3.14049875119938,0.0,39.0,0.3,
37627.416666666664,1.5251862268382,0.0,152.0,0.9,
37627.4375,1.4269026589948,2.0,280.0,1.8,
37627.458333333336,9.0895172712298,1.0,291.0,2.4,
37627.479166666664,N/A,N/A,263.0,3.1,
37627.5,N/A,N/A,247.0,3.2,
37627.520833333336,N/A,N/A,248.0,3.5,
37627.541666666664,-4.94127498483861,1.0,238.0,3.5,
37627.5625,2.7821455839044,1.0,213.0,3.2,
37627.583333333336,4.32137440359868,0.0,182.0,3.2,
37627.604166666664,2.77901518752392,0.0,137.0,3.1,
37627.625,1.45161416069623,0.0,94.0,2.8,
37627.645833333336,1.50370485588895,0.0,49.0,2.4,
37627.666666666664,2.94628853567253,0.0,17.0,1.9,
37627.6875,4.43907577164983,1.0,0.0,1.2,
37627.708333333336,2.05032125114248,1.0,0.0,0.9,
37627.729166666664,1.92725907444059,0.0,0.0,0.2,
37627.75,1.93932749842235,1.0,0.0,0.1,
37627.770833333336,1.49555865094517,1.0,0.0,-0.1,
37627.791666666664,1.92019363175982,0.0,0.0,-0.2,
37627.8125,2.578042390746,0.0,0.0,-0.2,
37627.833333333336,0.432292333421438,1.0,0.0,-0.6,
37627.854166666664,0.388472397675727,0.0,0.0,-0.8,
37627.875,-0.581566931062898,1.0,0.0,-1.3,
37627.895833333336,-0.821299254172252,1.0,0.0,-0.9,
37627.916666666664,1.74047471281754,0.0,0.0,-0.5,
37627.9375,2.52394209844668,0.0,0.0,-0.7,
37627.958333333336,0.768917213624793,0.0,0.0,-0.9,
37627.979166666664,2.41582099728666,0.0,0.0,-1.1,
37628.0,-0.882983120988085,0.0,0.0,-1.3,
37628.020833333336,1.58399536920156,0.0,0.0,-1.5,
37628.041666666664,0.788079596299017,0.0,0.0,-1.7,
37628.0625,1.47823323120508,0.0,0.0,-1.9,
37628.083333333336,0.32303829918037,0.0,0.0,-2.0,
37628.104166666664,0.891892695047263,0.0,0.0,-2.1,
37628.125,-1.32011909505759,2.0,0.0,-2.1,
37628.145833333336,1.20911103009956,1.0,0.0,-1.8,
37628.166666666664,1.29812936660382,0.0,0.0,-1.5,
37628.1875,1.30071722046168,0.0,0.0,-1.3,
37628.208333333336,1.46222022844752,0.0,0.0,-1.5,
37628.229166666664,2.47715400067628,0.0,0.0,-1.5,
37628.25,2.69922316421359,1.0,0.0,-1.4,
37628.270833333336,0.808648527798089,0.0,0.0,-1.3,
37628.291666666664,0.707419038769509,0.0,0.0,-1.5,
37628.3125,0.990538999468082,0.0,0.0,-1.6,
37628.333333333336,0.8923954238376,1.0,0.0,-1.9,
37628.354166666664,1.25712808083104,0.0,9.0,-2.1,
37628.375,1.11474953321443,0.0,24.0,-2.2,
37628.395833333336,3.05126313169303,0.0,39.0,-2.0,
37628.416666666664,7.9095955323666,0.0,64.0,-1.7,
37628.4375,1.43212498982222,1.0,234.0,-0.5,
37628.458333333336,3.92784183716295,0.0,201.0,-0.5,
37628.479166666664,3.35121894935791,1.0,117.0,-0.8,
37628.5,-1.69878743309512,0.0,104.0,-0.7,
37628.520833333336,-1.94652737697604,1.0,114.0,-0.4,
37628.541666666664,6.82382235880259,1.0,122.0,-0.5,
37628.5625,1.6618190872818,0.0,70.0,-0.7,
37628.583333333336,1.10112949002173,1.0,98.0,-0.4,
37628.604166666664,-0.90396454742955,2.0,96.0,-0.5,
37628.625,1.4225694023949,0.0,74.0,-0.7,
37628.645833333336,1.05610327731893,0.0,23.0,-1.2,
37628.666666666664,N/A,N/A,8.0,-1.4,
37628.6875,N/A,N/A,0.0,-1.7,
37628.708333333336,N/A,N/A,0.0,-2.0,
37628.729166666664,N/A,N/A,0.0,-2.2,
37628.75,N/A,N/A,0.0,-2.5,
37628.770833333336,N/A,N/A,0.0,-2.7,
37628.791666666664,N/A,N/A,0.0,-2.9,
37628.8125,N/A,N/A,0.0,-2.9,
37628.833333333336,N/A,N/A,0.0,-3.1,
37628.854166666664,N/A,N/A,0.0,-3.2,
37628.875,N/A,N/A,0.0,-3.4,
37628.895833333336,N/A,N/A,0.0,-4.3,
37628.916666666664,N/A,N/A,0.0,-4.1,
37628.9375,N/A,N/A,0.0,-4.3,
37628.958333333336,N/A,N/A,0.0,-4.3,
37628.979166666664,N/A,N/A,0.0,-4.5,
37629.0,N/A,N/A,0.0,-4.6,
37629.020833333336,N/A,N/A,0.0,-4.5,
37629.041666666664,N/A,N/A,0.0,-4.7,
37629.0625,N/A,N/A,0.0,-4.6,
37629.083333333336,N/A,N/A,0.0,-4.4,
37629.104166666664,N/A,N/A,0.0,-4.5,
37629.125,N/A,N/A,0.0,-5.2,
37629.145833333336,N/A,N/A,0.0,-4.9,
37629.166666666664,N/A,N/A,0.0,-4.8,
37629.1875,N/A,N/A,0.0,-5.0,
37629.208333333336,N/A,N/A,0.0,-5.2,
37629.229166666664,N/A,N/A,0.0,-5.4,
37629.25,N/A,N/A,0.0,-5.0,
37629.270833333336,N/A,N/A,0.0,-5.1,
37629.291666666664,N/A,N/A,0.0,-4.9,
37629.3125,N/A,N/A,0.0,-4.5,
37629.333333333336,N/A,N/A,0.0,-4.3,
37629.354166666664,N/A,N/A,4.0,-4.3,
37629.375,N/A,N/A,16.0,-3.6,
37629.395833333336,N/A,N/A,20.0,-3.0,
37629.416666666664,N/A,N/A,41.0,-2.8,
37629.4375,N/A,N/A,61.0,-2.4,
37629.458333333336,N/A,N/A,67.0,-1.9,
37629.479166666664,N/A,N/A,70.0,-1.5,
37629.5,N/A,N/A,110.0,-1.1,
37629.520833333336,N/A,N/A,40.0,-1.1,
37629.541666666664,N/A,N/A,34.0,-1.0,
37629.5625,N/A,N/A,53.0,-0.8,
37629.583333333336,N/A,N/A,32.0,-0.8,
37629.604166666664,N/A,N/A,22.0,-0.9,
37629.625,N/A,N/A,15.0,-0.7,
37629.645833333336,N/A,N/A,10.0,-0.6,
37629.666666666664,N/A,N/A,7.0,-0.4,
37629.6875,N/A,N/A,0.0,-0.4,
37629.708333333336,N/A,N/A,0.0,-0.4,
37629.729166666664,N/A,N/A,0.0,-0.8,
37629.75,N/A,N/A,0.0,-1.0,
37629.770833333336,N/A,N/A,0.0,-0.9,
37629.791666666664,N/A,N/A,0.0,-0.9,
37629.8125,N/A,N/A,0.0,-1.0,
37629.833333333336,N/A,N/A,0.0,-0.9,
37629.854166666664,N/A,N/A,0.0,-1.1,
37629.875,N/A,N/A,0.0,-1.3,
37629.895833333336,N/A,N/A,0.0,-1.6,
37629.916666666664,N/A,N/A,0.0,-1.7,
37629.9375,N/A,N/A,0.0,-1.6,
37629.958333333336,N/A,N/A,0.0,-1.7,
37629.979166666664,N/A,N/A,0.0,-1.6,
37630.0,N/A,N/A,0.0,-1.8,
37630.020833333336,N/A,N/A,0.0,-1.8,
37630.041666666664,N/A,N/A,0.0,-1.8,
37630.0625,N/A,N/A,0.0,-2.0,
37630.083333333336,N/A,N/A,0.0,-2.0,
37630.104166666664,N/A,N/A,0.0,-2.2,
37630.125,N/A,N/A,0.0,-2.2,
37630.145833333336,N/A,N/A,0.0,-2.2,
37630.166666666664,N/A,N/A,0.0,-2.4,
37630.1875,N/A,N/A,0.0,-2.4,
37630.208333333336,N/A,N/A,0.0,-2.3,
37630.229166666664,N/A,N/A,0.0,-2.1,
37630.25,N/A,N/A,0.0,-2.3,
37630.270833333336,N/A,N/A,0.0,-2.1,
37630.291666666664,N/A,N/A,0.0,-2.0,
37630.3125,N/A,N/A,0.0,-2.0,
37630.333333333336,N/A,N/A,0.0,-2.0,
37630.354166666664,N/A,N/A,6.0,-1.7,
37630.375,N/A,N/A,26.0,-1.0,
37630.395833333336,N/A,N/A,53.0,-0.3,
37630.416666666664,N/A,N/A,49.0,0.0,
37630.4375,N/A,N/A,61.0,0.4,
37630.458333333336,N/A,N/A,74.0,0.8,
37630.479166666664,N/A,N/A,113.0,1.2,
37630.5,N/A,N/A,264.0,1.5,
37630.520833333336,N/A,N/A,261.0,1.5,
37630.541666666664,N/A,N/A,249.0,1.9,
37630.5625,N/A,N/A,227.0,1.8,
37630.583333333336,N/A,N/A,196.0,1.8,
37630.604166666664,N/A,N/A,154.0,1.7,
37630.625,N/A,N/A,105.0,1.6,
37630.645833333336,N/A,N/A,56.0,1.3,
37630.666666666664,N/A,N/A,18.0,0.6,
37630.6875,N/A,N/A,0.0,0.1,
37630.708333333336,N/A,N/A,0.0,0.0,
37630.729166666664,N/A,N/A,0.0,-0.3,
37630.75,N/A,N/A,0.0,-0.6,
37630.770833333336,N/A,N/A,0.0,-0.8,
37630.791666666664,N/A,N/A,0.0,-0.7,
37630.8125,N/A,N/A,0.0,-1.2,
37630.833333333336,N/A,N/A,0.0,-1.3,
37630.854166666664,N/A,N/A,0.0,-1.3,
37630.875,N/A,N/A,0.0,-1.1,
37630.895833333336,N/A,N/A,0.0,-0.8,
37630.916666666664,N/A,N/A,0.0,-0.6,
37630.9375,N/A,N/A,0.0,-0.5,
37630.958333333336,N/A,N/A,0.0,0.0,
37630.979166666664,N/A,N/A,0.0,1.0,
37631.0,N/A,N/A,0.0,1.2,
37631.020833333336,N/A,N/A,0.0,1.1,
37631.041666666664,N/A,N/A,0.0,0.8,
37631.0625,N/A,N/A,0.0,0.7,
37631.083333333336,N/A,N/A,0.0,1.1,
37631.104166666664,N/A,N/A,0.0,1.0,
37631.125,N/A,N/A,0.0,0.7,
37631.145833333336,N/A,N/A,0.0,0.7,
37631.166666666664,N/A,N/A,0.0,0.7,
37631.1875,N/A,N/A,0.0,0.5,
37631.208333333336,N/A,N/A,0.0,0.5,
37631.229166666664,N/A,N/A,0.0,0.8,
37631.25,N/A,N/A,0.0,1.2,
37631.270833333336,N/A,N/A,0.0,1.3,
37631.291666666664,N/A,N/A,0.0,1.8,
37631.3125,N/A,N/A,0.0,1.7,
37631.333333333336,N/A,N/A,0.0,1.9,
37631.354166666664,N/A,N/A,6.0,1.9,
37631.375,N/A,N/A,33.0,2.1,
37631.395833333336,N/A,N/A,60.0,2.2,
37631.416666666664,N/A,N/A,110.0,2.5,
37631.4375,N/A,N/A,103.0,2.5,
37631.458333333336,N/A,N/A,94.0,3.0,
37631.479166666664,N/A,N/A,194.0,3.3,
37631.5,N/A,N/A,164.0,3.5,
37631.520833333336,N/A,N/A,195.0,4.2,
37631.541666666664,N/A,N/A,132.0,3.8,
37631.5625,N/A,N/A,148.0,3.9,
37631.583333333336,N/A,N/A,133.0,4.3,
37631.604166666664,N/A,N/A,90.0,3.8,
37631.625,N/A,N/A,96.0,3.7,
37631.645833333336,N/A,N/A,52.0,3.5,
37631.666666666664,N/A,N/A,6.0,3.4,
37631.6875,N/A,N/A,0.0,3.3,
37631.708333333336,N/A,N/A,0.0,2.8,
37631.729166666664,N/A,N/A,0.0,2.6,
37631.75,N/A,N/A,0.0,2.5,
37631.770833333336,N/A,N/A,0.0,2.2,
37631.791666666664,N/A,N/A,0.0,2.5,
37631.8125,N/A,N/A,0.0,2.5,
37631.833333333336,N/A,N/A,0.0,2.3,
37631.854166666664,N/A,N/A,0.0,2.2,
37631.875,N/A,N/A,0.0,2.0,
37631.895833333336,N/A,N/A,0.0,2.3,
37631.916666666664,N/A,N/A,0.0,2.3,
37631.9375,N/A,N/A,0.0,2.4,
37631.958333333336,N/A,N/A,0.0,2.4,
37631.979166666664,N/A,N/A,0.0,2.0,
37632.0,N/A,N/A,0.0,1.9,
37632.020833333336,N/A,N/A,0.0,1.6,
37632.041666666664,N/A,N/A,0.0,1.2,
37632.0625,N/A,N/A,0.0,0.5,
37632.083333333336,N/A,N/A,0.0,0.0,
37632.104166666664,N/A,N/A,0.0,-0.6,
37632.125,N/A,N/A,0.0,-1.0,
37632.145833333336,N/A,N/A,0.0,-1.3,
37632.166666666664,N/A,N/A,0.0,-1.3,
37632.1875,N/A,N/A,0.0,-1.9,
37632.208333333336,N/A,N/A,0.0,-2.1,
37632.229166666664,N/A,N/A,0.0,-2.3,
37632.25,N/A,N/A,0.0,-2.6,
37632.270833333336,N/A,N/A,0.0,-2.9,
37632.291666666664,N/A,N/A,0.0,-3.2,
37632.3125,N/A,N/A,0.0,-3.6,
37632.333333333336,N/A,N/A,0.0,-3.8,
37632.354166666664,N/A,N/A,10.0,-3.5,
37632.375,N/A,N/A,53.0,-2.4,
37632.395833333336,N/A,N/A,101.0,-1.6,
37632.416666666664,N/A,N/A,162.0,-0.1,
37632.4375,N/A,N/A,175.0,0.7,
37632.458333333336,N/A,N/A,218.0,1.9,
37632.479166666664,N/A,N/A,236.0,2.6,
37632.5,N/A,N/A,259.0,2.4,
37632.520833333336,N/A,N/A,243.0,1.6,
37632.541666666664,N/A,N/A,243.0,2.0,
37632.5625,N/A,N/A,212.0,2.5,
37632.583333333336,N/A,N/A,196.0,2.0,
37632.604166666664,N/A,N/A,154.0,2.1,
37632.625,N/A,N/A,100.0,2.1,
37632.645833333336,N/A,N/A,53.0,1.5,
37632.666666666664,N/A,N/A,20.0,0.8,
37632.6875,N/A,N/A,0.0,-0.3,
37632.708333333336,N/A,N/A,0.0,-0.7,
37632.729166666664,N/A,N/A,0.0,-0.8,
37632.75,N/A,N/A,0.0,-1.8,
37632.770833333336,N/A,N/A,0.0,-2.1,
37632.791666666664,N/A,N/A,0.0,-3.0,
37632.8125,N/A,N/A,0.0,-2.9,
37632.833333333336,N/A,N/A,0.0,-3.0,
37632.854166666664,N/A,N/A,0.0,-3.7,
37632.875,N/A,N/A,0.0,-3.9,
37632.895833333336,N/A,N/A,0.0,-3.7,
37632.916666666664,N/A,N/A,0.0,-4.5,
37632.9375,N/A,N/A,0.0,-4.3,
37632.958333333336,N/A,N/A,0.0,-4.3,
37632.979166666664,N/A,N/A,0.0,-5.2,
37633.0,N/A,N/A,0.0,-5.5,
37633.020833333336,N/A,N/A,0.0,-6.1,
37633.041666666664,N/A,N/A,0.0,-5.3,
